trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000030,2024-09-23 15:43:31,TDB_CUST_3754192,MSFT,BUY,345,786.41
TDB_00000031,2024-09-23 20:09:56,TDB_CUST_8154824,TSLA,BUY,252,905.2
TDB_00000032,2024-09-21 16:23:48,TDB_CUST_1449843,NVDA,BUY,833,620.95
TDB_00000033,2024-09-20 03:54:18,TDB_CUST_6883151,JPM,SELL,365,1044.81
TDB_00000034,2024-09-23 15:09:13,TDB_CUST_8639953,AMZN,BUY,901,87.07
TDB_00000035,2024-09-19 17:01:28,TDB_CUST_9588867,TSLA,SELL,170,136.21
TDB_00000036,2024-09-24 10:03:41,TDB_CUST_9543100,MSFT,BUY,37,492.22
TDB_00000037,2024-09-20 20:10:04,TDB_CUST_5005615,FB,BUY,117,1267.25
TDB_00000038,2024-09-24 20:12:10,TDB_CUST_8747152,V,BUY,612,915.64
TDB_00000039,2024-09-23 09:39:37,TDB_CUST_4291250,NFLX,SELL,37,724.03
