trade_id,account_num,activity,CUSIP,quantity,price,timestamp,status
3001,431725813,sell,F6Q8B88Y5,702,351.39,2024-09-25 14:06:36,valid
3002,605229493,buy,YMJXPTJF0,5076,493.21,2024-09-25 14:06:36,valid
3003,855710262,buy,55KVL2Z25,8104,239.79,2024-09-25 14:06:36,valid
3004,593740824,sell,AELI20NW0,1371,295.39,2024-09-25 14:06:36,valid
3005,604023183,buy,6T4C43043,8612,415.04,2024-09-25 14:06:36,valid
3006,377391293,sell,PNOYAFJT6,4904,157.23,2024-09-25 14:06:36,valid
3007,538497383,buy,NNZJF44K4,5840,404.66,2024-09-25 14:06:36,valid
3008,194473564,sell,7ANP2PXU2,9891,490.48,2024-09-25 14:06:36,valid
3009,982659084,buy,NVMQGBP24,8476,184.13,2024-09-25 14:06:36,valid
3010,831988966,buy,XA57TK254,6297,77.58,2024-09-25 14:06:36,valid
3011,940730740,buy,WGVXY89B7,2286,173.68,2024-09-25 14:06:36,valid
3012,523550552,sell,5TC5CDAF3,8159,446.47,2024-09-25 14:06:36,valid
3013,393906586,buy,MQKKW2MP5,7213,123.04,2024-09-25 14:06:36,valid
3014,171669600,sell,0Q0EJKUP1,2199,196.36,2024-09-25 14:06:36,valid
3015,972897100,sell,NS5WSMUG3,187,313.04,2024-09-25 14:06:36,valid
3016,657213878,buy,S9N1NSKA4,6906,342.10,2024-09-25 14:06:36,valid
3017,601981556,sell,DHBJIHIF8,4423,200.39,2024-09-25 14:06:36,valid
3018,158802959,sell,CZZEUDUF5,7843,381.43,2024-09-25 14:06:36,valid
3019,870798117,sell,YKTMS5UA4,69,441.91,2024-09-25 14:06:36,valid
3020,238532815,sell,MJ20YM4F1,1467,444.09,2024-09-25 14:06:36,valid
3021,388349624,sell,LWVVKXWJ5,819,431.40,2024-09-25 14:06:36,valid
3022,291669193,buy,MFQKVF0W4,8435,383.22,2024-09-25 14:06:36,valid
3023,254851740,sell,7XKH0EIQ6,5044,396.08,2024-09-25 14:06:36,valid
3024,290881627,sell,56YZYWBO7,1794,167.47,2024-09-25 14:06:36,valid
3025,417265807,sell,9S7M6GKA0,5079,335.36,2024-09-25 14:06:36,valid
3026,960398942,buy,DR7FVOQQ6,2331,35.48,2024-09-25 14:06:36,valid
3027,613463514,buy,R2L9NGQN7,7238,498.56,2024-09-25 14:06:36,valid
3028,871881772,buy,3VUNID9R1,1628,435.23,2024-09-25 14:06:36,valid
3029,453154322,sell,756EQCUV1,7240,243.57,2024-09-25 14:06:36,valid
3030,565499813,sell,9NWMB63B6,8099,96.92,2024-09-25 14:06:36,valid
3031,646128283,sell,U6VJIXJL2,7849,351.04,2024-09-25 14:06:36,valid
3032,262793532,buy,9WDTMLVQ3,7337,321.34,2024-09-25 14:06:36,valid
3033,576982501,sell,ZGG788802,8198,215.81,2024-09-25 14:06:36,valid
3034,138609023,sell,LV5F810H4,7443,77.49,2024-09-25 14:06:36,valid
3035,101836961,buy,85B6NXWP9,9087,378.12,2024-09-25 14:06:36,valid
3036,153733320,buy,KZK6NQEH2,5195,479.18,2024-09-25 14:06:36,valid
3037,648396095,buy,6OE82FED2,4637,124.23,2024-09-25 14:06:36,valid
3038,310527680,sell,4UKDTLI87,7250,292.32,2024-09-25 14:06:36,valid
3039,880293236,sell,Z2O7MC1Z9,4648,188.61,2024-09-25 14:06:36,valid
3040,952478008,sell,L48SD61T9,1155,201.99,2024-09-25 14:06:36,valid
3041,613402241,sell,QEVZ78YP5,9503,373.50,2024-09-25 14:06:36,valid
3042,773030032,buy,6FYLKOT29,3540,99.93,2024-09-25 14:06:36,valid
3043,478717511,sell,R9LV6L4T2,7629,324.66,2024-09-25 14:06:36,valid
3044,770734760,buy,638VH0079,3313,398.84,2024-09-25 14:06:36,valid
3045,452603890,buy,OKWLJFX26,1534,229.51,2024-09-25 14:06:36,valid
3046,851812355,sell,CUN69XM65,3880,107.77,2024-09-25 14:06:36,valid
3047,549946892,buy,ML66U1TG0,4094,242.15,2024-09-25 14:06:36,valid
3048,776263419,buy,ZBYTLGH93,8320,103.36,2024-09-25 14:06:36,valid
3049,974385907,sell,KZFGPL2G0,4868,17.98,2024-09-25 14:06:36,valid
3050,667353301,buy,AA6VM07U6,2561,398.76,2024-09-25 14:06:36,valid
3051,215807190,buy,XFO9VQ039,853,90.08,2024-09-25 14:06:36,valid
3052,997666371,buy,Z12TMMD74,3007,358.94,2024-09-25 14:06:36,valid
3053,626000836,buy,8222UXRZ1,996,458.40,2024-09-25 14:06:36,valid
3054,476002204,buy,8HKHHFJJ4,1197,404.66,2024-09-25 14:06:36,valid
3055,489082527,sell,V8FP8DJI3,7047,225.03,2024-09-25 14:06:36,valid
3056,484119972,buy,TQ9TWXCM2,4365,126.31,2024-09-25 14:06:36,valid
3057,107927672,sell,N0Z67I9W9,3535,292.56,2024-09-25 14:06:36,valid
3058,117455337,buy,CG5YG6KT8,9511,305.76,2024-09-25 14:06:36,valid
3059,333282163,buy,9UL7I5OX9,2906,223.69,2024-09-25 14:06:36,valid
3060,692133996,buy,VSOYL55X4,8023,151.28,2024-09-25 14:06:36,valid
3061,208728868,buy,IFYOCM909,76,74.51,2024-09-25 14:06:36,valid
3062,743538892,buy,1G0T2YYO6,5100,146.66,2024-09-25 14:06:36,valid
3063,858813976,buy,08UASRAN8,3934,221.75,2024-09-25 14:06:36,valid
3064,471697496,buy,5WX02XG16,3447,215.36,2024-09-25 14:06:36,valid
3065,219292753,buy,7ZEJE8E86,7203,455.50,2024-09-25 14:06:36,valid
3066,270911575,buy,EWAOQZ5G7,9029,377.20,2024-09-25 14:06:36,valid
3067,679049936,buy,KJSGSUNM3,531,145.43,2024-09-25 14:06:36,valid
3068,362943856,sell,V80I7ZC60,2313,214.88,2024-09-25 14:06:36,valid
3069,979128000,buy,9CTF5E7R0,2369,67.59,2024-09-25 14:06:36,valid
3070,758460443,sell,C816U1Q29,9324,350.37,2024-09-25 14:06:36,valid
3071,973579802,sell,3W3KXRIH9,3508,388.56,2024-09-25 14:06:36,valid
3072,833946098,buy,ZL0G83M94,4984,75.25,2024-09-25 14:06:36,valid
3073,284942576,sell,ZUTIL86T7,8154,73.55,2024-09-25 14:06:36,valid
3074,668153137,buy,FGVU2QQV4,5072,37.96,2024-09-25 14:06:36,valid
3075,901143849,sell,VT9D3LGV2,4721,369.55,2024-09-25 14:06:36,valid
3076,344262301,buy,U1Z7OHIN0,6701,170.42,2024-09-25 14:06:36,valid
3077,686495464,buy,DVJ8BXKC9,3463,226.86,2024-09-25 14:06:36,valid
3078,451063981,sell,T9STOVML3,3985,38.47,2024-09-25 14:06:36,valid
3079,205683657,sell,UI8GNDQ61,5943,396.74,2024-09-25 14:06:36,valid
3080,839605161,buy,F1JIRMZS7,2522,122.12,2024-09-25 14:06:36,valid
3081,336822897,buy,PTC1SZEA1,5825,288.37,2024-09-25 14:06:36,valid
3082,438013345,sell,V5U5RUAQ8,3088,248.82,2024-09-25 14:06:36,valid
3083,806017961,sell,C9JZQMW42,2847,411.68,2024-09-25 14:06:36,valid
3084,137312481,sell,SK8N11MT8,9028,234.64,2024-09-25 14:06:36,valid
3085,400717908,buy,5Q618FJ09,4378,240.90,2024-09-25 14:06:36,valid
3086,100201059,sell,WVU7AR5C8,2376,104.86,2024-09-25 14:06:36,valid
3087,420504217,buy,DL0FWZJ47,8808,444.65,2024-09-25 14:06:36,valid
3088,324213812,buy,IM41BEBF0,9009,254.79,2024-09-25 14:06:36,valid
3089,429555205,buy,DXF7MXFB7,6367,412.80,2024-09-25 14:06:36,valid
3090,213695769,sell,93RLMA6E8,5695,470.37,2024-09-25 14:06:36,valid
3091,854701715,sell,Q4RKSW9T9,6396,80.56,2024-09-25 14:06:36,valid
3092,792762476,buy,8S94VUDA8,3658,476.21,2024-09-25 14:06:36,valid
3093,487282813,buy,MDJZJ42R2,3318,58.57,2024-09-25 14:06:36,valid
3094,705256813,buy,KV2UOI3L8,5040,124.83,2024-09-25 14:06:36,valid
3095,569104951,sell,PH2U2EPX7,3650,142.63,2024-09-25 14:06:36,valid
3096,712503479,sell,PQRJ52XU5,3999,172.02,2024-09-25 14:06:36,valid
3097,869776494,buy,QNA0RFGR3,914,182.71,2024-09-25 14:06:36,valid
3098,792955177,buy,FVNEIRJN3,6219,46.36,2024-09-25 14:06:36,valid
3099,117418018,sell,H449L85C0,1968,15.37,2024-09-25 14:06:36,valid
3100,226709334,buy,0SU0XPH31,1429,336.67,2024-09-25 14:06:36,valid
3101,854154188,buy,JNS2YCWP3,8529,65.97,2024-09-25 14:06:36,valid
3102,938646492,buy,LUAP8S618,4820,466.26,2024-09-25 14:06:36,valid
3103,579398536,sell,C0WZ52M28,2901,326.77,2024-09-25 14:06:36,valid
3104,197628083,sell,TGCB3C9O7,6874,266.95,2024-09-25 14:06:36,valid
3105,177301268,buy,2H09X6S52,1145,447.50,2024-09-25 14:06:36,valid
3106,558695449,sell,3RDM3K5N4,6759,364.05,2024-09-25 14:06:36,valid
3107,993929521,sell,UXUFX6IC5,184,88.66,2024-09-25 14:06:36,valid
3108,148300507,buy,EGS1SQKY5,2355,136.17,2024-09-25 14:06:36,valid
3109,347749731,sell,0HLM5PS44,5357,192.51,2024-09-25 14:06:36,valid
3110,495770779,sell,HDC3VXMC9,5889,32.60,2024-09-25 14:06:36,valid
3111,639530663,buy,2UV02VZF7,6497,181.22,2024-09-25 14:06:36,valid
3112,992225741,buy,V8887KF56,2042,304.38,2024-09-25 14:06:36,valid
3113,980980268,buy,5P138UDE5,1269,63.21,2024-09-25 14:06:36,valid
3114,919408790,buy,X2HE4HXP0,5906,190.33,2024-09-25 14:06:36,valid
3115,100280121,buy,JPSJQ86G8,3147,263.41,2024-09-25 14:06:36,valid
3116,788689648,buy,SEAXBQT49,1866,225.46,2024-09-25 14:06:36,valid
3117,129517060,sell,0EY7SJGB6,1040,61.23,2024-09-25 14:06:36,valid
3118,618473719,buy,9DDV7XJZ5,1340,78.26,2024-09-25 14:06:36,valid
3119,964768191,buy,9Z8II1P90,8776,349.55,2024-09-25 14:06:36,valid
3120,312547942,sell,53RNBD4G1,1304,285.39,2024-09-25 14:06:36,valid
3121,952379300,buy,IADWN60B3,2772,141.95,2024-09-25 14:06:36,valid
3122,263449017,buy,DE93N8J74,8602,177.11,2024-09-25 14:06:36,valid
3123,935537302,sell,404S092R1,2517,255.89,2024-09-25 14:06:36,valid
3124,451435533,buy,MDTF6FPW8,3155,378.40,2024-09-25 14:06:36,valid
3125,204688528,sell,5IXZ36QZ2,9335,294.54,2024-09-25 14:06:36,valid
3126,641867579,sell,NEKI6VV22,1642,370.80,2024-09-25 14:06:36,valid
3127,458683259,buy,PPH4NAH23,4788,325.44,2024-09-25 14:06:36,valid
3128,477560239,sell,JB09BBUD0,236,181.01,2024-09-25 14:06:36,valid
3129,617842638,sell,97QK1IS20,5941,487.32,2024-09-25 14:06:36,valid
3130,175576682,buy,6Y03UKIO6,3512,354.78,2024-09-25 14:06:36,valid
3131,338038515,buy,5UQLMUNS9,9429,426.67,2024-09-25 14:06:36,valid
3132,865893263,buy,46NPFLD56,1730,196.55,2024-09-25 14:06:36,valid
3133,102686363,sell,R03Z01I00,4740,376.00,2024-09-25 14:06:36,valid
3134,580842042,buy,2FMFSZ0M3,2040,310.72,2024-09-25 14:06:36,valid
3135,217885226,buy,X9L9RSBF8,5909,411.29,2024-09-25 14:06:36,valid
3136,304606081,sell,I34ZO3AI2,6272,150.89,2024-09-25 14:06:36,valid
3137,742557215,buy,QGB1VSTV9,6058,83.95,2024-09-25 14:06:36,valid
3138,222073716,buy,OFN1BKXA0,5778,323.43,2024-09-25 14:06:36,valid
3139,307155498,sell,1QKEJO9O7,8272,474.81,2024-09-25 14:06:36,valid
3140,313895935,buy,N4GTRLXQ9,53,30.54,2024-09-25 14:06:36,valid
3141,504739967,sell,B0G1BQHM4,4144,173.25,2024-09-25 14:06:36,valid
3142,796937152,sell,H5J62DZE0,1617,366.30,2024-09-25 14:06:36,valid
3143,447361596,buy,E6H5M1YA8,2589,82.10,2024-09-25 14:06:36,valid
3144,833835675,buy,31JKZS762,5956,227.55,2024-09-25 14:06:36,valid
3145,384588175,sell,KFE8IE8O4,1334,274.88,2024-09-25 14:06:36,valid
3146,716103595,sell,NIZS7JHG6,5459,328.97,2024-09-25 14:06:36,valid
3147,449518486,sell,HWXNSPNH9,6198,169.38,2024-09-25 14:06:36,valid
3148,175549228,sell,QJY0Z0907,8877,113.24,2024-09-25 14:06:36,valid
3149,362617209,sell,2XE2YP1B0,2458,403.73,2024-09-25 14:06:36,valid
3150,192265775,sell,LZSA427W3,2014,472.05,2024-09-25 14:06:36,valid
3151,337788558,buy,6ZU0MIHI4,1286,40.18,2024-09-25 14:06:36,valid
3152,504539679,buy,2KD1ZY980,1325,305.28,2024-09-25 14:06:36,valid
3153,148140868,buy,04HSE4CC1,3929,291.34,2024-09-25 14:06:36,valid
3154,254186879,buy,79U917Q81,4153,378.54,2024-09-25 14:06:36,valid
3155,490652115,buy,AT4KBFBX9,4814,485.04,2024-09-25 14:06:36,valid
3156,625167275,sell,94FXQOMM3,1941,406.33,2024-09-25 14:06:36,valid
3157,373576038,sell,YRL3ZR4Q7,6047,60.70,2024-09-25 14:06:36,valid
3158,280906081,sell,DPWY4IEB0,1821,18.93,2024-09-25 14:06:36,valid
3159,180720269,buy,AQ30Y0UX7,2666,170.15,2024-09-25 14:06:36,valid
3160,462127308,buy,7JS8A6ZO1,7762,385.30,2024-09-25 14:06:36,valid
3161,495334602,sell,9O6REVDY3,6326,295.09,2024-09-25 14:06:36,valid
3162,767058582,sell,GI228NRK7,1131,404.20,2024-09-25 14:06:36,valid
3163,742449094,sell,4L4UEMSS6,1656,18.32,2024-09-25 14:06:36,valid
3164,613257879,buy,STF26ZD18,8111,436.06,2024-09-25 14:06:36,valid
3165,696585290,sell,GVAOZGLP1,6928,84.34,2024-09-25 14:06:36,valid
3166,172113509,sell,5PRH9TLV1,7527,343.19,2024-09-25 14:06:36,valid
3167,859582461,sell,SXYRECOW5,412,85.13,2024-09-25 14:06:36,valid
3168,951966732,sell,PN7UJXR90,4654,210.01,2024-09-25 14:06:36,valid
3169,910211742,sell,7PK7VTA94,4131,425.74,2024-09-25 14:06:36,valid
3170,174592923,sell,GFKFMJK65,983,113.47,2024-09-25 14:06:36,valid
3171,834834784,buy,0FB6VAWF8,7568,116.14,2024-09-25 14:06:36,valid
3172,658405858,buy,EE6BR5SY1,3111,240.65,2024-09-25 14:06:36,valid
3173,916340315,buy,P30OSV9Z1,5777,371.21,2024-09-25 14:06:36,valid
3174,207764140,sell,DXM4KEQL6,8815,180.17,2024-09-25 14:06:36,valid
3175,529042764,buy,LGNK1L4S1,3888,499.84,2024-09-25 14:06:36,valid
3176,554183811,buy,WSQWZGRK0,655,180.70,2024-09-25 14:06:36,valid
3177,415565763,buy,0R31X21G0,1340,138.77,2024-09-25 14:06:36,valid
