trade_id,account_num,activity,CUSIP,quantity,price,timestamp,status
7001,513737684,sell,CLDTYI7H4,8983,477.54,2024-09-25 14:06:36,valid
7002,493962434,buy,WU8SG9AG8,4302,479.07,2024-09-25 14:06:36,valid
7003,621262351,sell,JLGVMEE75,6591,35.18,2024-09-25 14:06:36,valid
7004,895946229,buy,3HZDQ4VU8,6759,391.52,2024-09-25 14:06:36,valid
7005,585949370,sell,SCQVT1Y65,2022,71.62,2024-09-25 14:06:36,valid
7006,332406927,buy,V064UVBQ2,4253,176.94,2024-09-25 14:06:36,valid
7007,906657050,sell,38ZA7XZS2,6319,92.42,2024-09-25 14:06:36,valid
7008,975746565,sell,PZWKCKLB3,155,301.67,2024-09-25 14:06:36,valid
7009,296552140,buy,A8W8DY2M2,624,315.49,2024-09-25 14:06:36,valid
7010,517574887,sell,VZ4JADPV0,8425,493.55,2024-09-25 14:06:36,valid
7011,309340929,buy,BIYNKLVA8,4709,178.72,2024-09-25 14:06:36,valid
7012,934115674,buy,ZCIFKLCE3,1322,330.94,2024-09-25 14:06:36,valid
7013,837180600,buy,SO1WN2QV2,688,295.96,2024-09-25 14:06:36,valid
7014,973348673,buy,LOAW9RKY0,8196,496.21,2024-09-25 14:06:36,valid
7015,838481867,sell,V6ETFSHQ3,8218,194.96,2024-09-25 14:06:36,valid
7016,582694803,sell,BBRA3MOU0,1693,430.06,2024-09-25 14:06:36,valid
7017,433622595,buy,QH77R0VW0,1662,139.28,2024-09-25 14:06:36,valid
7018,261814817,sell,QH2FTK195,7823,11.13,2024-09-25 14:06:36,valid
7019,109345824,sell,ACWE45YR7,668,286.91,2024-09-25 14:06:36,valid
7020,576973132,buy,XYN86W5H0,4634,51.41,2024-09-25 14:06:36,valid
7021,853360535,buy,MQ9609289,4923,179.54,2024-09-25 14:06:36,valid
7022,956784911,sell,JR9GJP929,8303,317.73,2024-09-25 14:06:36,valid
7023,323332301,sell,8003KNNO7,3010,44.14,2024-09-25 14:06:36,valid
7024,685976417,buy,NL5GFEW24,2288,279.21,2024-09-25 14:06:36,valid
7025,408578343,sell,KEGQX1OO8,1539,100.50,2024-09-25 14:06:36,valid
7026,406893133,sell,MAG907R95,8839,284.82,2024-09-25 14:06:36,valid
7027,171511631,buy,C2DF6GKF0,1135,463.20,2024-09-25 14:06:36,valid
7028,814760075,buy,A9KN0KNU3,4919,237.53,2024-09-25 14:06:36,valid
7029,794854041,buy,G8SGMEOD3,866,21.46,2024-09-25 14:06:36,valid
7030,209445313,sell,ELDOEUX63,68,11.29,2024-09-25 14:06:36,valid
7031,103708993,sell,Z5EMK7XE5,1440,403.23,2024-09-25 14:06:36,valid
7032,994933825,buy,B174RQPN8,5272,93.81,2024-09-25 14:06:36,valid
7033,605970573,buy,GJDPPZ0I0,9805,35.69,2024-09-25 14:06:36,valid
7034,822637939,sell,BJZ2EN6A2,5506,292.49,2024-09-25 14:06:36,valid
7035,185222708,sell,64PWR8W73,8779,377.39,2024-09-25 14:06:36,valid
7036,480800592,buy,6VBGBN122,7597,435.96,2024-09-25 14:06:36,valid
7037,670991913,sell,OL8I1G1A2,8265,62.74,2024-09-25 14:06:36,valid
7038,661162643,buy,LC55BX183,5138,469.29,2024-09-25 14:06:36,valid
7039,950932334,sell,G0ASRTHO9,3723,15.64,2024-09-25 14:06:36,valid
7040,597340171,buy,IKQCW08M2,8972,250.60,2024-09-25 14:06:36,valid
7041,849102877,sell,VFHPWV7Z3,8015,188.65,2024-09-25 14:06:36,valid
7042,933792944,sell,GGGNLK798,2309,67.29,2024-09-25 14:06:36,valid
7043,223833790,sell,NJC8TT9G6,1109,372.22,2024-09-25 14:06:36,valid
7044,235277640,buy,OTN4Z3XO6,6291,41.21,2024-09-25 14:06:36,valid
7045,242802647,sell,JUDIHVA53,2618,218.96,2024-09-25 14:06:36,valid
7046,895082863,sell,DC2KPRNX1,8963,482.86,2024-09-25 14:06:36,valid
7047,291566981,sell,JYC1LTO74,2921,168.83,2024-09-25 14:06:36,valid
7048,962311194,buy,0H8W80D52,5163,292.36,2024-09-25 14:06:36,valid
7049,705183048,sell,P35H3LDS1,1784,488.87,2024-09-25 14:06:36,valid
7050,959247540,buy,6KZVQYOV8,8688,45.10,2024-09-25 14:06:36,valid
7051,813763404,sell,MORQBQO29,4076,347.00,2024-09-25 14:06:36,valid
7052,308662552,buy,LKPQNR211,7847,484.21,2024-09-25 14:06:36,valid
7053,279905029,sell,HX68MP412,2725,111.33,2024-09-25 14:06:36,valid
7054,542412530,sell,Z67PONMP2,3702,21.05,2024-09-25 14:06:36,valid
7055,778945904,sell,Q2U1VT9S6,3936,45.55,2024-09-25 14:06:36,valid
7056,616998980,sell,T2RHPJA83,8127,490.74,2024-09-25 14:06:36,valid
7057,904232658,buy,AXSGFW2Q7,1224,476.26,2024-09-25 14:06:36,valid
7058,480400633,sell,Z7SLTYTO3,5180,428.60,2024-09-25 14:06:36,valid
7059,808490142,buy,GUFMRMSO4,7018,183.42,2024-09-25 14:06:36,valid
7060,445742354,buy,M7KT5WEA4,8491,186.32,2024-09-25 14:06:36,valid
7061,377813274,sell,PVUNJLQG3,823,283.41,2024-09-25 14:06:36,valid
7062,266291853,buy,39V5AFTJ7,2509,233.97,2024-09-25 14:06:36,valid
7063,919093030,buy,ZSMGF78D5,5246,312.97,2024-09-25 14:06:36,valid
7064,660113347,buy,9YJGFKXQ9,7843,354.75,2024-09-25 14:06:36,valid
7065,561981924,sell,FHW25G8V2,7015,188.67,2024-09-25 14:06:36,valid
7066,154484630,sell,P0QKI2461,4355,429.02,2024-09-25 14:06:36,valid
7067,567297556,buy,Q2DB67BU1,2976,225.82,2024-09-25 14:06:36,valid
